182536110080	183080476672	0	0	0
91268055040	159640190976	18254324	1477248	16777076
91268055040	208367906816	28061526	4096163	23965363
91268055040	217958678528	29548697	4969228	24579469
91268055040	221221752832	29467890	5211833	24256057
91268055040	221997817856	29717697	5381873	24335824
91268055040	221994569728	29889846	5301913	24587933
91268055040	222299447296	29351738	5276691	24075047
91268055040	222797484032	29942651	5480984	24461667
91268055040	222204354560	29896221	5318025	24578196
91268055040	222800867328	29951777	5398648	24553129
91268055040	222195851264	29656016	5381986	24274030
91268055040	222274027520	29397428	5429574	23967854
91268055040	223258198016	29473043	5472600	24000443
91268055040	222846660608	29635514	5386743	24248771
91268055040	222061453312	29739825	5298277	24441548
