17996	0.274597168
33941	0.51789856
38013	0.580032349
52433	0.800064087
61826	0.943389893
1721	0.026260376
41932	0.639831543
43168	0.658691406
16575	0.252914429
43789	0.668167114
15365	0.234451294
40311	0.615097046
24718	0.377166748
41974	0.640472412
36295	0.553817749
41910	0.63949585
12669	0.193313599
44980	0.686340332
43453	0.663040161
20449	0.312026978
24027	0.366622925
24508	0.373962402
8572	0.13079834
41958	0.640228271
41878	0.639007568
41899	0.639328003
35280	0.538330078
41742	0.636932373
40078	0.611541748
41827	0.63822937
41757	0.637161255
29529	0.450576782
44673	0.681655884
40655	0.620346069
21349	0.325759888
24939	0.38053894
19735	0.301132202
24783	0.378158569
41966	0.640350342
34806	0.531097412
41864	0.638793945
40959	0.624984741
24792	0.378295898
41705	0.636367798
12095	0.184555054
41980	0.640563965
40999	0.625595093
22897	0.349380493
41981	0.640579224
41839	0.638412476
6822	0.104095459
41846	0.638519287
33146	0.505767822
24501	0.373855591
17197	0.262405396
41981	0.640579224
41909	0.639480591
41865	0.638809204
41721	0.636611938
41840	0.638427734
20338	0.310333252
41856	0.638671875
41233	0.629165649
23518	0.358856201
24032	0.366699219
41967	0.640365601
44711	0.682235718
24609	0.37550354
18708	0.285461426
24661	0.376296997
24466	0.373321533
19453	0.296829224
41813	0.638015747
47712	0.728027344
8404	0.128234863
41702	0.636322021
21748	0.331848145
24262	0.37020874
18333	0.27973938
41800	0.637817383
34548	0.527160645
41598	0.634735107
46311	0.70664978
42017	0.64112854
20611	0.314498901
41977	0.640518188
41821	0.638137817
41757	0.637161255
40747	0.621749878
12405	0.189285278
24632	0.375854492
24485	0.37361145
18393	0.280654907
41642	0.635406494
41687	0.63609314
13084	0.199645996
41676	0.635925293
9256	0.141235352
41703	0.63633728
30927	0.471908569
41699	0.636276245
40361	0.615859985
41602	0.634796143
41653	0.635574341
24796	0.378356934
41769	0.63734436
1029	0.015701294
41799	0.637802124
33932	0.51776123
41754	0.637115479
40107	0.611984253
41691	0.636154175
41766	0.637298584
41620	0.635070801
37147	0.566818237
15266	0.232940674
24302	0.370819092
41625	0.635147095
24609	0.37550354
41706	0.636383057
41535	0.633773804
27345	0.417251587
43548	0.664489746
43548	0.664489746
24931	0.38041687
9727	0.148422241
24574	0.374969482
41734	0.636810303
41526	0.633636475
41648	0.635498047
23915	0.36491394
24096	0.367675781
41622	0.635101318
7259	0.11076355
41482	0.632965088
17698	0.270050049
19155	0.292282104
24283	0.370529175
23833	0.36366272
18883	0.288131714
24313	0.370986938
41548	0.633972168
31644	0.482849121
41537	0.633804321
7645	0.116653442
41592	0.634643555
30714	0.468658447
24056	0.36706543
15461	0.235916138
16872	0.257446289
41333	0.630691528
22961	0.350357056
24110	0.367889404
15347	0.234176636
24118	0.368011475
46655	0.711898804
35499	0.541671753
9799	0.149520874
