341	2	1	44286
342	1	1	44693
343	2	1	44259
344	2	1	44739
345	1	1	44593
346	1	1	44743
347	2	1	44921
348	1	1	44858
349	1	1	45111
350	2	1	44711
351	1	1	45181
352	2	1	45067
353	1	1	45062
354	2	1	45257
355	1	1	45184
356	2	1	45314
357	1	1	45564
358	1	1	45783
359	2	1	45598
360	1	1	45627
361	2	1	45986
362	1	1	45956
363	2	1	45829
364	1	1	45907
365	2	1	45848
366	1	1	46037
367	2	1	46565
368	1	1	46198
369	1	1	46577
370	2	1	46293
371	1	1	46574
372	2	1	46694
373	1	1	46702
374	2	1	46699
375	1	1	46690
376	2	1	46867
377	1	1	46985
378	2	1	47040
379	1	1	47348
380	1	1	47182
381	2	1	47420
382	1	1	47402
383	2	1	47607
384	1	1	47505
385	2	1	47264
386	1	1	47573
388	2	1	47891
389	1	1	47949
390	1	1	47971
391	2	1	48083
392	1	1	48180
393	2	1	47890
394	1	1	48132
395	2	1	48370
396	1	1	48270
397	1	1	48395
398	2	1	48603
399	1	1	48600
400	2	1	48701
401	1	1	48775
402	2	1	48827
403	1	1	49049
404	2	1	48946
405	1	1	49148
406	2	1	49012
407	1	1	49290
408	2	1	49442
409	1	1	49226
410	2	1	49579
411	1	1	49541
412	1	1	49647
413	2	1	49652
414	1	1	49854
415	2	1	49988
416	1	1	50125
417	1	1	50224
418	2	1	50142
419	1	1	50121
420	2	1	50446
421	1	1	50438
422	2	1	50510
423	1	1	50673
424	2	1	50620
425	1	1	50934
426	2	1	50744
427	1	1	50945
428	1	1	51187
429	2	1	50941
430	1	1	51053
431	2	1	51392
432	1	1	51450
433	2	1	51399
434	1	1	51410
435	2	1	51560
436	1	1	51805
437	2	1	51968
438	1	1	51836
439	1	1	51978
440	2	1	51946
441	1	1	52116
442	2	1	52296
443	1	1	52211
444	1	1	52381
445	2	1	52335
446	2	1	52663
447	1	1	52183
448	1	1	52808
449	2	1	52694
450	1	1	52946
451	2	1	53028
452	1	1	53286
453	1	1	53097
454	2	1	53128
455	1	1	53463
456	2	1	53269
457	2	1	53635
458	1	1	53686
459	1	1	53767
460	2	1	53654
461	1	1	53817
462	1	1	53971
463	2	1	53913
464	1	1	53997
465	2	1	53868
466	1	1	54324
467	2	1	54398
468	1	1	54604
469	2	1	54428
470	1	1	54741
471	2	1	54874
472	1	1	54720
473	2	1	54897
474	1	1	55082
475	2	1	55063
476	1	1	54956
477	1	1	55288
478	2	1	55342
479	1	1	55691
480	2	1	55505
481	1	1	55560
482	2	1	55879
483	1	1	55792
484	1	1	56190
485	2	1	56234
486	1	1	56206
487	2	1	56222
488	1	1	56393
491	2	1	56362
492	1	1	56530
494	1	1	56590
495	2	1	56734
496	1	1	56765
497	2	1	56864
498	2	1	37266
499	2	1	37195
500	1	1	29153
501	1	1	57083
502	1	1	37386
503	2	1	29297
504	2	1	56852
505	2	1	29244
506	2	1	37625
507	1	1	29189
508	1	1	37322
509	1	1	37756
510	1	1	57124
511	2	1	57229
512	1	1	57292
513	1	1	57548
514	1	1	29351
515	2	1	29694
516	2	1	37643
517	2	1	57556
518	1	1	57727
519	1	1	37983
520	1	1	29836
521	2	1	57554
522	2	1	29607
523	1	1	57760
524	2	1	37744
525	1	1	29625
526	2	1	57723
527	1	1	57890
528	1	1	37583
529	1	1	29785
530	2	1	29559
531	2	1	58100
532	1	1	57915
533	2	1	58095
534	1	1	29906
535	2	1	37620
536	2	1	29977
537	1	1	58209
538	1	1	58514
539	1	1	30202
540	1	1	37864
541	2	1	30135
542	2	1	58590
543	1	1	58767
544	1	1	38026
545	2	1	58753
546	1	1	30053
547	2	1	29984
548	2	1	37761
549	1	1	58899
550	1	1	29976
551	2	1	58869
552	2	1	29973
553	1	1	58958
554	1	1	30247
555	1	1	38114
556	1	1	59347
557	2	1	59277
558	2	1	29990
559	2	1	59444
560	2	1	38135
561	1	1	30417
562	1	1	59527
563	1	1	38383
564	1	1	59745
565	2	1	30051
566	2	1	59501
567	1	1	30276
568	1	1	30454
569	1	1	38072
570	1	1	59798
571	2	1	59685
572	2	1	38483
573	2	1	30199
574	1	1	30685
575	2	1	38358
576	1	1	59934
577	2	1	59953
578	2	1	30432
579	1	1	38566
580	1	1	60012
581	1	1	30448
582	1	1	60158
583	2	1	30703
584	2	1	60097
585	2	1	38660
586	1	1	30765
587	1	1	60717
588	2	1	60435
589	1	1	30800
590	1	1	38669
591	1	1	60540
592	2	1	60713
593	2	1	31023
594	1	1	38772
595	1	1	30689
596	1	1	60820
597	2	1	60790
598	2	1	30797
599	2	1	38459
600	1	1	31217
601	1	1	60973
602	2	1	61126
603	1	1	38886
604	2	1	31025
605	1	1	61167
606	1	1	31406
607	2	1	38622
608	1	1	61344
609	1	1	31245
610	2	1	61395
611	1	1	38824
612	1	1	61558
613	2	1	31091
614	1	1	61703
615	2	1	38879
616	1	1	31199
617	2	1	61654
618	2	1	61661
619	2	1	31206
620	1	1	31542
621	2	1	31425
622	1	1	61877
623	2	1	61933
624	1	1	62134
625	1	1	31333
626	1	1	39185
627	2	1	31433
628	2	1	62240
629	1	1	62282
630	2	1	39057
631	1	1	31532
632	1	1	31446
633	1	1	62461
634	1	1	39141
635	2	1	62474
636	2	1	31960
637	1	1	31870
638	1	1	62614
639	1	1	39207
640	2	1	62638
641	1	1	62760
642	2	1	62831
643	2	1	39326
644	2	1	31596
645	1	1	31784
646	1	1	39497
647	1	1	63029
648	2	1	31592
649	2	1	39392
650	1	1	63174
651	1	1	31865
652	2	1	63062
653	1	1	63310
654	2	1	31630
655	2	1	63250
656	1	1	39811
657	1	1	31667
658	1	1	63575
659	2	1	32065
660	2	1	63618
661	1	1	63745
662	2	1	39522
663	2	1	63697
664	1	1	32209
665	1	1	32159
666	1	1	63845
667	2	1	63964
668	2	1	31792
669	1	1	32203
670	1	1	39515
671	1	1	64222
672	2	1	64324
673	1	1	64405
674	2	1	39606
675	2	1	32210
676	1	1	32601
677	1	1	39608
678	1	1	64592
679	2	1	32610
680	2	1	64577
681	2	1	39830
682	1	1	64783
683	1	1	32473
684	2	1	64818
685	1	1	39904
686	1	1	32392
687	1	1	64842
688	2	1	64935
689	2	1	32590
690	1	1	39957
691	1	1	32699
692	1	1	65065
693	2	1	39916
694	2	1	65271
695	2	1	32516
696	1	1	40056
697	1	1	65416
698	1	1	32704
699	1	1	65470
700	2	1	32704
701	2	1	65525
702	1	1	61942
703	1	1	32853
704	2	1	2869
705	2	1	32988
708	1	1	32764
710	2	1	32941
711	1	1	32895
714	1	1	33277
717	2	1	33248
719	1	1	32953
720	1	1	33446
723	1	1	40076
724	2	1	33221
726	2	1	33289
728	1	1	33484
730	2	1	40009
732	2	1	33254
733	1	1	33656
737	2	1	33734
738	1	1	33675
742	1	1	33830
743	2	1	33806
745	1	1	33843
748	1	1	33789
749	2	1	33729
751	2	1	33648
753	1	1	34123
754	2	1	34047
755	1	1	34137
756	1	1	34312
758	2	1	34033
759	1	1	34434
760	2	1	34262
761	1	1	34188
762	2	1	34490
763	1	1	34587
764	2	1	34512
765	1	1	34773
766	1	1	34589
767	2	1	34764
769	1	1	35009
770	1	1	34856
771	2	1	34960
772	2	1	35003
773	1	1	35223
774	2	1	34950
775	1	1	35161
776	1	1	35355
777	2	1	35228
778	1	1	35296
779	1	1	40506
780	2	1	35246
781	2	1	40011
782	2	1	40404
784	1	1	40107
785	1	1	35836
786	2	1	35602
787	2	1	40266
788	1	1	40461
789	2	1	40505
790	1	1	40544
791	1	1	35588
792	2	1	35471
793	1	1	40798
794	2	1	40957
795	1	1	41013
797	2	1	40909
798	1	1	41182
799	1	1	41284
800	1	1	35535
801	2	1	35597
802	1	1	41071
803	2	1	41201
804	1	1	35707
805	2	1	41150
806	1	1	35817
807	1	1	41204
808	2	1	35865
809	2	1	41448
810	1	1	41694
811	1	1	41420
812	1	1	35875
813	2	1	41757
814	2	1	36118
815	1	1	41550
816	2	1	41763
817	1	1	36075
818	2	1	41735
819	2	1	42018
820	2	1	35935
821	1	1	41841
822	2	1	42418
823	1	1	42085
824	1	1	36291
826	1	1	36545
827	2	1	36191
828	1	1	42378
829	1	1	42256
830	1	1	42485
832	1	1	36275
834	2	1	36462
835	2	1	42348
836	2	1	42313
837	1	1	42573
838	1	1	42542
840	2	1	42699
841	1	1	42796
842	1	1	36728
843	2	1	36612
844	1	1	36597
845	1	1	42938
847	2	1	42811
849	1	1	42882
850	2	1	42741
851	1	1	43184
852	2	1	36612
854	1	1	36748
855	2	1	43055
856	1	1	43234
857	2	1	43242
860	1	1	43328
861	2	1	43454
862	2	1	36670
863	1	1	36993
864	2	1	37167
865	1	1	43462
867	2	1	43411
868	1	1	43691
870	2	1	43721
871	1	1	43776
873	1	1	43872
874	2	1	43906
875	1	1	44025
876	1	1	36931
877	2	1	44149
879	1	1	37118
880	1	1	37157
881	4	1	34076
882	1	1	44250
883	4	1	9702
886	0	1	3
887	5	1	46
889	3	1	3
