-	-	-
1.104611715	1.378348345	1.375286848
1.095900887	1.499348575	1.729929949
1.112415257	1.489797473	1.5952794
1.110007677	1.482564856	1.613263499
1.115155159	1.47035002	1.577377485
1.111151367	1.472614555	1.576216424
1.112426882	1.471636172	1.56354
1.108837819	1.47458685	1.55229641
1.132825294	1.472015981	1.551923378
1.135309177	1.47736652	1.538583209
1.136058831	1.473408689	1.538906374
1.113007188	1.468990886	1.541195461
1.110664959	1.471221309	1.542549972
1.112775407	1.468731905	1.543236608
1.115468316	1.46900094	1.538252997
