0	489
1	300
2	243
3	259
4	277
5	385
6	252
7	200
8	214
9	264
10	225
11	186
12	200
13	206
14	179
15	170
16	186
17	186
18	191
19	179
20	174
21	181
22	179
23	183
24	181
25	178
26	185
27	182
28	178
29	174
30	166
31	190
32	184
33	172
34	169
35	172
36	169
37	162
38	176
39	169
40	170
41	165
42	173
43	171
44	171
45	168
46	173
47	170
48	177
49	167
50	173
51	174
52	173
53	168
54	176
55	171
56	174
57	173
58	171
59	170
60	164
61	170
62	164
63	162
64	174
65	173
66	172
67	175
68	178
69	167
70	169
71	171
72	173
73	174
74	170
75	177
76	164
77	166
78	168
79	172
80	166
81	172
82	172
83	179
84	166
85	168
86	165
87	167
88	176
89	169
90	167
91	173
92	168
93	171
94	165
95	168
96	175
97	175
98	175
99	166
100	171
101	178
102	173
103	173
104	176
105	168
106	166
107	167
108	172
109	172
110	166
111	167
112	170
113	171
114	176
115	176
116	165
117	176
118	168
119	176
120	189
121	191
122	195
123	194
124	198
125	194
126	187
127	190
128	185
129	193
130	198
131	228
132	198
133	190
134	186
135	213
136	222
137	196
138	193
139	195
140	230
141	210
142	210
143	193
144	195
145	216
146	207
147	196
148	192
149	194
150	205
151	216
152	212
153	200
154	188
155	195
156	187
157	184
158	189
159	184
160	199
161	192
162	184
163	190
164	185
165	189
166	185
167	181
168	187
169	187
170	182
171	184
172	188
173	186
174	181
175	179
176	202
177	206
178	193
179	186
180	195
181	282
182	304
183	213
184	210
185	222
186	234
187	235
188	238
189	236
190	234
191	236
192	233
193	229
194	222
195	215
196	210
197	215
198	234
199	214
200	215
201	212
202	214
203	208
204	209
205	204
206	208
207	216
208	211
209	214
210	211
211	211
212	213
213	209
214	206
215	211
216	200
217	228
218	209
219	209
220	218
221	209
222	211
223	210
224	214
225	205
226	202
227	201
228	216
229	207
230	210
231	216
232	214
233	212
234	215
235	206
236	215
237	206
238	213
239	209
240	205
241	202
242	205
243	199
244	201
245	199
246	194
247	197
248	202
249	206
250	208
251	206
252	203
253	204
254	202
255	194
256	206
257	201
258	201
259	213
260	207
261	207
262	203
263	175
264	178
265	178
266	181
267	177
268	176
269	175
270	174
271	178
272	175
273	178
274	177
275	182
276	177
277	173
278	186
279	178
280	185
281	176
282	187
283	175
284	179
285	172
286	178
287	183
288	185
289	177
290	182
291	177
292	179
293	179
294	177
295	178
296	177
297	180
298	184
299	196
300	174
301	178
302	177
303	174
304	173
305	175
306	177
307	173
308	179
309	174
310	170
311	173
312	175
313	176
314	171
315	178
316	170
317	169
318	175
319	168
320	170
321	177
322	189
323	181
324	188
325	182
326	188
327	179
328	176
329	180
330	184
331	184
332	182
333	186
334	187
335	183
336	186
337	182
338	182
339	181
340	187
341	187
342	186
343	187
344	185
345	183
346	182
347	183
348	185
349	186
350	189
351	186
352	186
353	181
354	182
355	183
356	187
357	183
358	178
359	182
360	188
361	186
362	186
363	186
364	187
365	184
366	183
367	188
368	183
369	181
370	183
371	183
372	181
373	183
374	188
375	186
376	184
377	183
378	186
379	178
380	182
381	181
382	187
383	184
384	179
385	181
386	183
387	189
388	214
389	268
390	243
391	213
392	191
393	212
394	221
395	207
396	204
397	206
398	206
399	206
400	188
401	183
402	184
403	188
404	185
405	184
406	186
407	191
408	183
409	187
410	181
411	185
412	182
413	185
414	187
415	185
416	189
417	181
418	182
419	181
420	187
421	179
422	181
423	181
424	179
425	183
426	182
427	183
428	186
429	189
430	183
431	179
432	180
433	181
434	184
435	187
436	203
437	186
438	183
439	260
440	265
441	207
442	200
443	185
444	186
445	183
446	182
447	184
448	204
449	174
450	172
451	174
452	177
453	177
454	171
455	170
456	174
457	174
458	169
459	171
460	167
461	172
462	170
463	165
464	165
465	167
466	171
467	169
468	167
469	168
470	171
471	175
472	172
473	172
474	168
475	163
476	162
477	173
478	176
479	177
480	172
481	176
482	173
483	201
484	204
485	199
486	204
487	172
488	195
489	200
490	188
491	181
492	182
493	181
494	190
495	183
496	178
497	172
498	175
499	166
500	169
501	167
502	175
503	162
504	173
505	170
506	165
507	176
508	171
509	177
510	166
511	171
512	163
513	171
514	167
515	173
516	165
517	174
518	162
519	160
520	161
521	166
522	163
523	160
524	157
525	158
526	162
527	161
528	162
529	168
530	169
531	166
532	172
533	170
534	172
535	194
536	214
537	187
538	170
539	180
540	196
541	209
542	213
543	184
544	176
545	173
546	181
547	190
548	178
549	176
550	170
551	185
552	192
553	194
554	182
555	174
556	178
557	166
558	172
559	171
560	172
561	176
562	187
563	173
564	169
565	167
566	170
567	166
568	166
569	170
570	175
571	169
572	168
573	165
574	170
575	165
576	176
577	168
578	166
579	166
580	167
581	172
582	164
583	173
584	168
585	175
586	171
587	169
