64	256	120	512	120	1024
128	256	250	512	250	1024
256	256	500	512	500	1024
512	256	-	-	750	1024
-	-	-	-	1000	1024
-	-	-	-	128	512
-	-	-	-	256	512
-	-	-	-	512	512
-	-	-	-	480	512
-	-	-	-	960	1024
-	-	-	-	400	512
-	-	-	-	800	1024
-	-	-	-	256	512
-	-	-	-	512	512
-	-	-	-	1024	1024
-	-	-	-	250	512
-	-	-	-	512	512
-	-	-	-	1024	1024
-	-	-	-	120	512
-	-	-	-	250	512
-	-	-	-	500	512
-	-	-	-	1024	1024
-	-	-	-	120	512
-	-	-	-	250	512
-	-	-	-	500	512

