0	300
1	311
2	185
3	213
4	201
5	183
6	178
7	172
8	181
9	204
10	196
11	176
12	171
13	346
14	263
15	187
16	178
17	168
18	268
19	173
20	233
21	173
22	169
23	168
24	253
25	174
26	166
27	163
28	280
29	164
30	165
31	170
32	166
33	171
34	245
35	246
36	199
37	179
38	169
39	216
40	315
41	218
42	232
43	205
44	183
45	203
46	309
47	181
48	65
49	76
50	174
51	241
52	177
53	193
54	205
55	83
56	203
57	198
58	62
59	279
60	247
61	175
62	171
63	259
64	184
65	205
66	340
67	311
68	256
69	267
70	134
71	361
72	200
73	254
74	185
75	176
76	181
77	297
78	184
79	281
80	313
81	217
82	175
83	176
84	179
85	186
86	182
87	178
88	233
89	252
90	324
91	220
92	72
93	181
94	322
95	181
96	184
97	185
98	267
99	304
100	332
101	325
102	279
103	176
104	183
105	178
106	180
107	81
108	190
109	234
110	267
111	324
112	190
113	298
114	293
115	328
116	346
117	328
118	185
119	307
120	177
121	84
122	83
123	272
124	324
125	278
126	325
127	270
128	73
129	192
130	98
131	85
132	172
133	72
134	178
135	64
136	60
137	284
138	184
139	237
140	200
141	260
142	230
143	330
144	316
145	109
146	281
147	281
148	182
149	311
150	175
151	186
152	190
153	82
154	172
155	284
156	82
157	313
158	326
159	328
160	266
161	268
162	334
163	179
164	243
165	70
166	283
167	182
168	269
169	346
170	268
171	371
172	163
173	538
174	520
175	159
176	457
177	281
178	203
179	94
180	172
181	101
182	64
183	165
184	65
185	167
186	62
187	171
188	61
189	222
190	229
191	251
192	86
193	180
194	297
195	275
196	77
197	244
198	169
199	66
200	231
201	163
202	62
203	62
204	269
205	281
206	163
207	290
208	255
209	263
210	219
211	165
212	204
213	262
214	165
215	62
216	59
217	167
218	288
219	301
220	214
221	64
222	270
223	61
224	271
225	61
226	288
227	168
228	259
229	294
230	289
231	288
232	203
233	300
234	63
235	62
236	269
237	275
238	303
239	227
240	61
241	243
242	169
243	60
244	60
245	61
246	59
247	173
248	60
249	62
250	59
251	62
252	60
253	171
254	292
255	303
256	265
257	240
258	62
259	267
260	60
261	60
262	165
263	163
264	63
265	168
266	62
267	213
268	64
269	61
270	287
271	95
272	188
273	98
274	77
275	175
276	278
277	182
278	79
279	99
280	212
281	61
282	59
283	304
284	226
285	63
286	58
287	172
288	196
289	60
290	278
291	62
292	58
293	59
294	59
295	59
296	59
297	68
298	68
299	294
300	61
301	306
302	65
303	166
304	165
305	163
306	172
307	68
308	60
309	170
310	63
311	298
312	65
313	164
314	61
315	57
316	199
317	266
318	60
319	59
320	58
321	58
322	60
323	58
324	58
325	165
326	59
327	61
328	277
329	63
330	298
331	60
332	288
333	292
334	61
335	300
336	61
337	57
338	298
339	170
340	60
341	59
342	58
343	172
344	67
345	61
346	60
347	172
348	199
349	197
350	170
351	167
352	60
353	58
354	166
355	299
356	227
357	163
358	61
359	60
360	63
361	300
362	163
363	60
364	167
365	60
366	62
367	61
368	291
369	62
370	286
371	285
372	67
373	67
374	61
375	64
376	62
377	60
378	298
379	62
380	59
381	288
382	62
383	58
384	60
385	267
386	83
387	296
388	71
389	114
390	73
391	172
392	70
393	111
394	66
395	58
396	60
397	293
398	71
399	69
400	299
401	71
402	72
403	281
404	274
405	70
406	295
407	69
408	57
409	267
410	61
411	296
412	72
413	68
414	68
415	59
416	61
417	305
418	71
419	69
420	68
421	59
422	60
423	59
424	59
425	60
426	57
427	58
428	292
429	69
430	69
431	72
432	265
433	286
434	262
435	71
436	83
437	71
438	61
439	60
440	59
441	286
442	75
443	284
444	71
445	69
446	171
447	63
448	60
449	58
450	112
451	76
452	65
453	67
454	58
455	58
456	170
457	297
458	75
459	69
460	72
461	62
462	58
463	60
464	164
465	61
466	58
467	57
468	62
469	58
470	57
471	59
472	60
473	60
474	287
475	73
476	69
477	70
478	63
479	243
480	68
481	68
482	58
483	58
484	57
485	57
486	57
487	60
488	58
489	61
490	57
491	58
492	171
493	62
494	60
495	58
496	57
497	57
498	57
499	66
500	57
501	61
502	59
503	58
504	56
505	59
506	57
507	60
508	307
509	71
510	68
511	68
512	60
513	56
514	163
515	63
516	60
517	58
518	59
519	286
520	68
521	69
522	289
523	63
524	57
525	289
526	70
527	175
528	271
529	73
530	72
531	68
532	60
533	59
534	58
535	158
536	62
537	59
538	57
539	60
540	60
541	59
542	59
543	58
544	60
545	171
546	60
547	60
548	58
549	58
550	58
551	57
552	58
553	57
554	58
555	60
556	58
557	59
558	58
559	61
560	59
561	60
562	58
563	59
564	59
565	60
566	57
567	163
568	161
569	70
570	58
571	59
572	245
573	72
574	70
575	70
576	56
577	57
578	61
579	61
580	60
581	59
582	58
583	57
584	59
585	60
586	61
587	62
588	59
589	58
590	61
591	166
592	61
593	236
594	65
595	177
596	70
597	59
598	274
599	60
600	63
601	59
602	57
603	59
604	297
605	179
606	70
607	273
608	71
609	169
610	72
611	60
612	60
613	59
614	56
615	59
616	58
617	57
618	57
619	58
620	59
621	58
622	59
623	57
624	59
625	60
626	58
627	62
628	58
629	59
630	62
631	58
632	58
633	58
634	57
635	97
636	57
637	59
638	59
