182536110080	183085187072	44564484	44071	88820	1157
73014444032	84032987136	18545244	1904676	60838	5108
73014444032	86391164928	18666359	2189152	75935	160147
73014444032	85994233856	18612058	2170834	77176	134618
73014444032	86096867328	18678510	2134545	78165	128523
73014444032	85722681344	18617551	2139558	77071	94208
73014444032	85582520320	18626096	2105990	77562	84522
73014444032	85595922432	18615964	2089073	77532	114873
