182536110080	183080488960	0
91268055040	152001638400	17887488
91268055040	192223744000	27240090
91268055040	199376113664	27530420
91268055040	203895042048	28039272
91268055040	203888562176	27533909
91268055040	205091381248	27920112
91268055040	205465542656	27795500
91268055040	205605851136	28026084
91268055040	205654519808	27502150
91268055040	206549377024	28016588
91268055040	206058868736	27745883
91268055040	206062018560	28304163
91268055040	206123409408	27919649
91268055040	206452649984	27919399
91268055040	205681500160	28134332
